model,MAE,RMSE,MAPE,sMAPE,R2,MASE,train_time_s,fold,subset_name,n_features,train_rows,test_rows,model_key
CatBoost,5.863,7.501,4.192,4.081,0.9736,0.473,6.53,7,zabin_22,22,48584,2920,catboost
CatBoost,11.424,18.291,7.315,7.11,0.8413,0.408,7.11,8,zabin_22,22,51504,2920,catboost
CatBoost,4.328,5.97,2.911,2.894,0.9891,0.32,7.54,9,zabin_22,22,54424,2920,catboost
CatBoost,5.043,9.5,5.965,4.276,0.9579,0.393,8.63,10,zabin_22,22,57344,2920,catboost
CART,5.484,7.44,3.639,3.641,0.9689,0.416,0.18,1,top_5,5,31064,2920,cart
CART,11.306,20.079,7.472,7.307,0.7689,0.409,0.12,2,top_5,5,33984,2920,cart
CART,5.119,6.788,3.663,3.653,0.9789,0.356,0.14,3,top_5,5,36904,2920,cart
CART,4.794,6.515,3.447,3.439,0.9774,0.407,0.13,4,top_5,5,39824,2920,cart
CART,13.349,25.039,8.335,8.135,0.694,0.521,0.16,5,top_5,5,42744,2920,cart
CART,5.625,7.812,3.727,3.726,0.9827,0.379,0.13,6,top_5,5,45664,2920,cart
CART,5.693,7.867,3.92,3.9,0.9709,0.46,0.15,7,top_5,5,48584,2920,cart
CART,11.202,20.121,7.139,6.911,0.808,0.4,0.17,8,top_5,5,51504,2920,cart
CART,5.316,7.296,3.694,3.655,0.9837,0.393,0.13,9,top_5,5,54424,2920,cart
CART,5.269,8.503,5.571,4.413,0.9662,0.411,0.13,10,top_5,5,57344,2920,cart
CART,5.146,7.306,3.38,3.418,0.97,0.391,0.19,1,top_10,10,31064,2920,cart
CART,9.563,15.91,6.44,6.378,0.8549,0.346,0.15,2,top_10,10,33984,2920,cart
CART,5.437,7.295,3.949,3.943,0.9756,0.379,0.17,3,top_10,10,36904,2920,cart
CART,5.085,7.164,3.574,3.586,0.9727,0.431,0.2,4,top_10,10,39824,2920,cart
CART,10.496,19.467,6.657,6.404,0.815,0.41,0.2,5,top_10,10,42744,2920,cart
CART,6.018,8.556,4.007,4.011,0.9792,0.405,0.19,6,top_10,10,45664,2920,cart
CART,4.751,6.749,3.25,3.251,0.9786,0.384,0.23,7,top_10,10,48584,2920,cart
CART,10.878,17.136,7.014,6.805,0.8607,0.389,0.22,8,top_10,10,51504,2920,cart
CART,5.545,7.61,3.869,3.851,0.9823,0.41,0.25,9,top_10,10,54424,2920,cart
CART,5.226,8.889,5.654,4.422,0.9631,0.407,0.29,10,top_10,10,57344,2920,cart
CART,7.075,9.72,4.739,4.783,0.9468,0.537,0.24,1,top_20,20,31064,2920,cart
CART,11.664,18.763,7.873,7.838,0.7982,0.422,0.28,2,top_20,20,33984,2920,cart
CART,6.501,9.123,4.807,4.814,0.9618,0.453,0.27,3,top_20,20,36904,2920,cart
CART,5.699,8.061,3.955,3.982,0.9654,0.483,0.31,4,top_20,20,39824,2920,cart
CART,13.048,21.52,8.257,8.113,0.774,0.509,0.27,5,top_20,20,42744,2920,cart
CART,6.624,9.276,4.537,4.525,0.9755,0.446,0.25,6,top_20,20,45664,2920,cart
CART,5.799,8.016,4.021,4.02,0.9698,0.468,0.29,7,top_20,20,48584,2920,cart
CART,11.998,18.904,7.786,7.547,0.8305,0.429,0.29,8,top_20,20,51504,2920,cart
CART,6.111,8.261,4.276,4.266,0.9791,0.452,0.42,9,top_20,20,54424,2920,cart
CART,6.291,10.647,7.146,5.355,0.9471,0.49,0.39,10,top_20,20,57344,2920,cart
CART,6.553,9.225,4.384,4.455,0.9521,0.497,0.42,1,top_30,30,31064,2920,cart
CART,10.969,16.92,7.33,7.366,0.8359,0.397,0.3,2,top_30,30,33984,2920,cart
CART,5.943,8.022,4.372,4.386,0.9705,0.414,0.4,3,top_30,30,36904,2920,cart
CART,6.617,9.156,4.709,4.79,0.9554,0.561,0.54,4,top_30,30,39824,2920,cart
CART,11.795,18.091,7.279,7.235,0.8403,0.46,0.35,5,top_30,30,42744,2920,cart
CART,6.276,8.878,4.211,4.216,0.9776,0.422,0.42,6,top_30,30,45664,2920,cart
CART,6.089,8.507,4.266,4.263,0.966,0.492,0.44,7,top_30,30,48584,2920,cart
CART,10.388,14.115,6.621,6.633,0.9055,0.371,0.43,8,top_30,30,51504,2920,cart
CART,5.844,8.025,4.002,3.987,0.9803,0.432,0.45,9,top_30,30,54424,2920,cart
CART,6.194,10.129,6.623,5.233,0.9521,0.483,0.52,10,top_30,30,57344,2920,cart
CART,6.654,9.394,4.396,4.455,0.9503,0.505,0.36,1,top_50,50,31064,2920,cart
CART,10.886,16.194,7.287,7.298,0.8497,0.394,0.37,2,top_50,50,33984,2920,cart
CART,6.298,8.617,4.56,4.589,0.9659,0.439,0.39,3,top_50,50,36904,2920,cart
CART,6.313,8.697,4.412,4.465,0.9598,0.535,0.41,4,top_50,50,39824,2920,cart
CART,11.384,17.184,7.12,7.069,0.8559,0.444,0.63,5,top_50,50,42744,2920,cart
CART,6.476,8.807,4.337,4.321,0.978,0.436,0.73,6,top_50,50,45664,2920,cart
CART,5.827,7.962,3.981,3.996,0.9702,0.471,0.48,7,top_50,50,48584,2920,cart
CART,9.938,14.199,6.359,6.285,0.9044,0.355,1.15,8,top_50,50,51504,2920,cart
CART,5.618,7.42,3.951,3.94,0.9832,0.415,1.53,9,top_50,50,54424,2920,cart
CART,6.436,10.587,7.01,5.389,0.9477,0.502,1.03,10,top_50,50,57344,2920,cart
CART,7.965,10.481,5.344,5.443,0.9382,0.605,0.58,1,all,115,31064,2920,cart
CART,9.854,14.262,6.59,6.65,0.8834,0.356,0.51,2,all,115,33984,2920,cart
CART,6.726,9.048,4.814,4.838,0.9624,0.468,0.5,3,all,115,36904,2920,cart
CART,6.942,9.496,4.876,4.934,0.9521,0.589,0.45,4,all,115,39824,2920,cart
CART,10.341,15.522,6.316,6.32,0.8824,0.404,0.45,5,all,115,42744,2920,cart
CART,7.154,9.399,4.891,4.892,0.9749,0.482,0.61,6,all,115,45664,2920,cart
CART,6.584,8.515,4.561,4.566,0.966,0.532,0.52,7,all,115,48584,2920,cart
CART,10.312,14.27,6.643,6.602,0.9034,0.368,0.68,8,all,115,51504,2920,cart
CART,6.578,8.89,4.603,4.578,0.9759,0.486,1.24,9,all,115,54424,2920,cart
CART,6.711,11.86,7.906,5.706,0.9343,0.523,0.98,10,all,115,57344,2920,cart
CART,23.079,31.068,14.415,15.26,0.4569,1.752,0.04,1,calendar_only,8,31064,2920,cart
CART,32.767,41.219,22.421,22.266,0.026,1.185,0.05,2,calendar_only,8,33984,2920,cart
CART,18.825,25.183,12.609,12.984,0.709,1.311,0.05,3,calendar_only,8,36904,2920,cart
CART,18.458,24.507,12.934,12.622,0.6806,1.565,0.05,4,calendar_only,8,39824,2920,cart
CART,32.944,42.677,19.767,20.859,0.1111,1.286,0.05,5,calendar_only,8,42744,2920,cart
CART,27.062,36.712,15.357,16.75,0.6169,1.822,0.05,6,calendar_only,8,45664,2920,cart
CART,16.818,22.947,10.733,11.083,0.7527,1.358,0.06,7,calendar_only,8,48584,2920,cart
CART,37.606,48.244,22.799,23.777,-0.104,1.343,0.07,8,calendar_only,8,51504,2920,cart
CART,21.103,28.904,12.872,13.571,0.7447,1.56,0.06,9,calendar_only,8,54424,2920,cart
CART,20.511,30.505,20.424,14.97,0.5655,1.599,0.07,10,calendar_only,8,57344,2920,cart
CART,6.995,9.556,4.708,4.713,0.9486,0.531,0.12,1,lag_only,7,31064,2920,cart
CART,13.274,21.44,8.746,8.673,0.7365,0.48,0.12,2,lag_only,7,33984,2920,cart
CART,6.813,9.163,4.853,4.823,0.9615,0.474,0.13,3,lag_only,7,36904,2920,cart
CART,6.139,8.444,4.351,4.324,0.9621,0.521,0.12,4,lag_only,7,39824,2920,cart
CART,14.251,25.655,8.876,8.661,0.6788,0.556,0.12,5,lag_only,7,42744,2920,cart
CART,7.507,10.053,4.896,4.888,0.9713,0.505,0.14,6,lag_only,7,45664,2920,cart
CART,6.132,8.298,4.173,4.166,0.9677,0.495,0.13,7,lag_only,7,48584,2920,cart
CART,13.601,22.333,8.883,8.543,0.7634,0.486,0.13,8,lag_only,7,51504,2920,cart
CART,6.473,8.735,4.494,4.47,0.9767,0.478,0.14,9,lag_only,7,54424,2920,cart
CART,7.245,12.232,7.737,5.881,0.9301,0.565,0.16,10,lag_only,7,57344,2920,cart
CART,8.907,12.547,5.918,5.95,0.9114,0.676,0.13,1,zabin_22,22,31064,2920,cart
CART,17.104,25.79,11.299,11.102,0.6187,0.619,0.16,2,zabin_22,22,33984,2920,cart
CART,8.173,11.507,5.749,5.748,0.9392,0.569,0.17,3,zabin_22,22,36904,2920,cart
CART,7.455,10.62,5.223,5.17,0.94,0.632,0.16,4,zabin_22,22,39824,2920,cart
CART,18.663,27.904,11.758,11.377,0.62,0.729,0.18,5,zabin_22,22,42744,2920,cart
CART,8.847,13.648,5.643,5.682,0.9471,0.596,0.18,6,zabin_22,22,45664,2920,cart
CART,7.681,11.13,5.213,5.218,0.9418,0.62,0.19,7,zabin_22,22,48584,2920,cart
CART,17.444,25.211,11.193,10.904,0.6985,0.623,0.21,8,zabin_22,22,51504,2920,cart
CART,7.08,10.132,4.746,4.727,0.9686,0.523,0.25,9,zabin_22,22,54424,2920,cart
CART,7.972,13.216,8.125,6.299,0.9184,0.621,0.3,10,zabin_22,22,57344,2920,cart
